Sample,Zone,Site,Plankton Category,Specimen Type,Morphotype,Spec_Morph,Genetic_ID,Final_ID,Total Count,SampleBase,BRUVString
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Antizoea 3,Stomatopod_Antizoea 3,NA,NA,2,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Bilobed Antizoea,Stomatopod_Bilobed Antizoea,NA,NA,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Egg Eye Antizoea,Stomatopod_Egg Eye Antizoea,NA,NA,4,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Skinny Antizoea,Stomatopod_Skinny Antizoea,NA,NA,2,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Tripod Antizoea,Stomatopod_Tripod Antizoea,NA,NA,3,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Whale Tail Antizoea,Stomatopod_Whale Tail Antizoea,NA,NA,17,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,NA,Unknown,14,Unknown_14,NA,NA,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,NA,Unknown,28,Unknown_28,NA,NA,2,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,NA,Unknown,29,Unknown_29,NA,NA,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,NA,Unknown,33,Unknown_33,NA,NA,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,NA,Unknown,5,Unknown_5,No ID,NA,2,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,NA,Unknown,6,Unknown_6,No ID,NA,14,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,NA,Unknown,Arms,Unknown_Arms,NA,NA,4,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,NA,Unknown,Chonker,Unknown_Chonker,NA,NA,1,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,NA,Unknown,Nemertean,Unknown_Nemertean,NA,NA,79,PAL22_S1_1_S,PAL22_26
PAL22_S1_1_S_1,South,S1,NA,Unknown,Snowglobe,Unknown_Snowglobe,NA,NA,6,PAL22_S1_1_S,PAL22_26
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,NA,111,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",NA,23,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,Chaetopteridae,NA,8,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Echinoderm,Ophiopluteus NA,Echinoderm_Ophiopluteus NA,Clypeaster reticulatus,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,Clypeaster sp.,NA,4,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,NA,912,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),Creseis sp.,NA,5,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,Creseis virgula,NA,4,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Echinoderm,Echinopluteus 1,Echinoderm_Echinopluteus 1,Echinostrephus aciculatus,NA,23,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,11,Copepod_11,Euryphorus sp.,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Helicina (Flat),Pteropod_Helicina (Flat),Euthecosomata,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,NA,3340,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,Lepas anserifera,NA,4,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),Limacina sp.,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,Littoraria sp.,NA,20,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,Littorinimorpha,NA,352,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Echinoderm,Echinopluteus 2,Echinoderm_Echinopluteus 2,Maretia sp.,NA,5,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,Marshallora,NA,424,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Larvaceans,NA,Larvaceans_NA,NA,Other Gelatinous,3768,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,NA,Other Gelatinous,126,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,13,Copepod_13,Podoplea,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Evadne,NA,Evadne_NA,Pseudoevadne tergestina,NA,3432,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Chaetognath,NA,Chaetognath_NA,Sagittidae,NA,55,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,Sagittidae B,NA,67,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,3,Copepod_3,Sapphirina sp.,NA,38,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Shrimp,6,Shrimp_6,Synalpheus neptunus,NA,22,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,12,Copepod_12,Temora discaudata,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Shrimp,Mysid,Shrimp_Mysid,Thysanopoda sp.,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Amphipod,Hyperiid_All Eyes,Amphipod_Hyperiid_All Eyes,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Barnacle,Nauplii,Barnacle_Nauplii,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,1,Benthic_Snail_1,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,2,Benthic_Snail_2,NA,NA,2,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,3,Benthic_Snail_3,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,NA,NA,14,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Cross-Hatched Small Hole,Benthic_Snail_Cross-Hatched Small Hole,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Headless,Benthic_Snail_Headless,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,NA,NA,12,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,NA,NA,2,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Short Clear Retroversa-Like,Benthic_Snail_Short Clear Retroversa-Like,NA,NA,6,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,NA,NA,170,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,NA,NA,188,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Thorny B,Benthic_Snail_Thorny B,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Bivalve,1,Bivalve_1,NA,NA,2,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Bivalve,2,Bivalve_2,Clean No Match,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,7,Copepod_7,No ID,NA,392,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,9,Copepod_9,NA,NA,10,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,NA,39,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Crab,Brachyuran Megalops,Crab_Brachyuran Megalops,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Crab,Zoea 1,Crab_Zoea 1,NA,NA,3,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Echinoderm,Doliolaria,Echinoderm_Doliolaria,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Echinoderm,OJ,Echinoderm_OJ,NA,NA,2,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Fish,Eggs,Fish_Eggs,NA,NA,23,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,NA,NA,2,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,NA,10,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Fish,Myctophid,Fish_Myctophid,NA,NA,6,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Fish,Scorpion Fish,Fish_Scorpion Fish,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,NA,6,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Isopod,1,Isopod_1,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Jelly,2,Jelly_2,NA,NA,2,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Krill,1,Krill_1,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Limpet,1,Limpet_1,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Polychaete,Larva 8,Polychaete_Larva 8,NA,NA,23,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,NA,NA,4,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,1,Pteropod_1,NA,NA,18,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,1B,Pteropod_1B,NA,NA,16,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,NA,23,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,NA,NA,2,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,NA,NA,30,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Striated,Pteropod_Striated,NA,NA,12,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Unshelled 1,Pteropod_Unshelled 1,NA,NA,2,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Shrimp,1,Shrimp_1,NA,NA,114,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Holoplankton,Shrimp,7,Shrimp_7,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Sipunculan,NA,Sipunculan_NA,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Sipunculan,Pelagosphera,Sipunculan_Pelagosphera,NA,NA,25,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Stomatopod,Antizoea,Stomatopod_Antizoea,NA,NA,7,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Stomatopod,Antizoea 1,Stomatopod_Antizoea 1,NA,NA,2,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Stomatopod,Antizoea 2,Stomatopod_Antizoea 2,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S1_3_S_3,South,S1,Meroplankton,Stomatopod,Antizoea 3,Stomatopod_Antizoea 3,NA,NA,1,PAL22_S1_3_S,PAL22_27
PAL22_S2_2_S_2,South,S2,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,Aspidosiphonidae,NA,2,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Clear/Smooth Swiss Chalet,Benthic_Snail_Clear/Smooth Swiss Chalet,Buccinoidea,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,NA,64,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,NA,4,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,Chaetopteridae,NA,2,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,Clypeaster sp.,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,NA,79,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Echinoderm,Echinopluteus 1,Echinoderm_Echinopluteus 1,Echinostrephus aciculatus,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Isopod,3,Isopod_3,Isopoda,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,NA,760,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,Lepas anserifera,NA,6,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),Limacina sp.,NA,8,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,Littoraria sp.,NA,4,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,Littorinimorpha,NA,150,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Cross-Hatched,Benthic_Snail_Cross-Hatched,Lyncina leviathan,NA,20,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,Marshallora,NA,82,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Larvaceans,NA,Larvaceans_NA,NA,Other Gelatinous,64,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,NA,Other Gelatinous,125,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Echinoderm,Echinopluteus 4,Echinoderm_Echinopluteus 4,Ophiuroidea,NA,2,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,13,Copepod_13,Podoplea,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Evadne,NA,Evadne_NA,Pseudoevadne tergestina,NA,198,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Chaetognath,NA,Chaetognath_NA,Sagittidae,NA,4,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,Sagittidae B,NA,7,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,14,Copepod_14,Sapphirina ovatolanceolata,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,3,Copepod_3,Sapphirina sp.,NA,2,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,Snowy,Copepod_Snowy,Sapphirina stellata,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Shrimp,Mysid,Shrimp_Mysid,Thysanopoda sp.,NA,29,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Amphipod,Hyperiid_1,Amphipod_Hyperiid_1,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Amphipod,Hyperiid_All Eyes,Amphipod_Hyperiid_All Eyes,NA,NA,6,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Ascidean_Tadpole,NA,Ascidean_Tadpole_NA,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,3,Benthic_Snail_3,NA,NA,3,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,4,Benthic_Snail_4,NA,NA,9,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,5,Benthic_Snail_5,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,6,Benthic_Snail_6,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,NA,NA,5,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Cross-Hatched Hole,Benthic_Snail_Cross-Hatched Hole,NA,NA,2,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,NA,NA,16,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,NA,NA,4,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,NA,NA,12,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,NA,NA,374,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,NA,NA,4,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Bivalve,1,Bivalve_1,NA,NA,6,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Bivalve,2,Bivalve_2,Clean No Match,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Bivalve,4,Bivalve_4,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Cephalopod,Squid 1,Cephalopod_Squid 1,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,7,Copepod_7,No ID,NA,6,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,9,Copepod_9,NA,NA,64,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,NA,36,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Echinoderm,Echinopluteus 5,Echinoderm_Echinopluteus 5,NA,NA,2,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Fish,Eggs,Fish_Eggs,NA,NA,376,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,NA,19,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Fish,Myctophid,Fish_Myctophid,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Huge_Hairy_Egg,NA,Huge_Hairy_Egg_NA,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Isopod,4,Isopod_4,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Jelly,2,Jelly_2,NA,NA,2,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Jelly,7,Jelly_7,NA,NA,3,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Nudibranch,Larva 3,Nudibranch_Larva 3,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Ostracod,1,Ostracod_1,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Polychaete,Larva 8,Polychaete_Larva 8,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,NA,NA,3,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,1B,Pteropod_1B,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,3,Pteropod_3,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,NA,46,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,NA,NA,2,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,Striated,Pteropod_Striated,NA,NA,19,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Salp,2,Salp_2,NA,NA,2,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Shrimp,4,Shrimp_4,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Holoplankton,Shrimp,8,Shrimp_8,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,Meroplankton,Sipunculan,1,Sipunculan_1,NA,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_2_S_2,South,S2,NA,Unknown,5,Unknown_5,No ID,NA,1,PAL22_S2_2_S,PAL22_17
PAL22_S2_3_S_3,South,S2,Meroplankton,Cnidaria,Unknown_27,Cnidaria_Unknown_27,Actiniaria,NA,5,PAL22_S2_3_S,PAL22_18
