ID,String,Region,Site,Zone,Type,Site_no,Replicate,Plankton_Category,Specimen_Type,Plankton_Group,Total_Count
PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Shrimp,Malacostraca,3
PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Shrimp,Malacostraca,2
PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Holoplankton,Shrimp,Malacostraca,1
PAL22_N4_1_S,PAL22_7,North,N4,PNMS North,Zooplankton,4,1,Meroplankton,Sipunculan,Sipuncula,2
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Copepod,Copepoda,1
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Meroplankton,Polychaete,Polycheata,1
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Copepod,Copepoda,9
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Meroplankton,Echinoderm,Echinodermata,104
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Isopod,Crustacea,3
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Copepod,Copepoda,793
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Meroplankton,Barnacle,Gastropoda,8
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Pteropod,Gastropoda,3
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Meroplankton,Benthic_Snail,Gastropoda,11
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Meroplankton,Echinoderm,Echinodermata,3
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Meroplankton,Benthic_Snail,Gastropoda,4
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Larvaceans,Other Gelatinous,57
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Other Gelatinous,Other Gelatinous,1
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Copepod,Copepoda,1
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Evadne,Crustacea,41
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Chaetognath,Chaetognatha,3
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Chaetognath,Chaetognatha,5
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Copepod,Copepoda,1
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Shrimp,Malacostraca,1
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Krill,Malacostraca,1
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Amphipod,Crustacea,2
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Meroplankton,Benthic_Snail,Gastropoda,5
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Embryo,Fish embryo/egg,1
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Fish,Fish embryo/egg,10
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Fish,Fish embryo/egg,12
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Jelly,Other gelatinous,3
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Meroplankton,Polychaete,Polychaeta,2
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Pteropod,Gastropoda,1
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Pteropod,Gastropoda,1
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Pteropod,Gastropoda,2
PAL22_N4_2_S,PAL22_8,North,N4,PNMS North,Zooplankton,4,2,Holoplankton,Salp,Other gelatinous,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Sipunculan,Sipuncula,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,35
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Copepod,Copepoda,624
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Copepod,Copepoda,8
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Copepod,Copepoda,2224
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,85
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,31
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Copepod,Copepoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,37
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Copepod,Copepoda,5504
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Barnacle,Gastropoda,32
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,24
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,38
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,125
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,68
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Other Gelatinous,Other Gelatinous,1392
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Crab,Crustacea,3
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Evadne,Crustacea,648
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Chaetognath,Chaetognatha,121
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Chaetognath,Chaetognatha,304
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Copepod,Copepoda,48
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Copepod,Copepoda,50
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Copepod,Copepoda,22
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Krill,Malacostraca,6
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Krill,Malacostraca,47
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Amphipod,Crustacea,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Amphipod,Crustacea,7
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Amphipod,Crustacea,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Amphipod,Crustacea,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Amphipod,Crustacea,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Amphipod,Crustacea,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Amphipod,Crustacea,13
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Amphipod,Crustacea,6
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Ascidean_Tadpole,Other Gelatinous,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Barnacle,Crustacea,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,13
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,21
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,7
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,8
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,5
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,5
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,8
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,15
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,7
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,24
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,17
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,22
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,27
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,5
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,3
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,5
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,3
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,20
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,17
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,41
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,8
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,3
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,13
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,56
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Bivalve,Bivalvia,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Bivalve,Bivalvia,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Cnidaria,Cnidaria,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Copepod,Copepoda,97
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Copepod,Copepoda,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Copepod,Copepoda,11
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Copepod,Copepoda,444
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Crab,Crustacea,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Crab,Crustacea,3
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Crab,Crustacea,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Crab,Crustacea,48
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Crab,Crustacea,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,9
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,10
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,3
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,8
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,5
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,5
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Embryo,Fish embryo/egg,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Fish,Fish embryo/egg,214
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Fish,Fish embryo/egg,3
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Fish,Fish embryo/egg,30
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Fish,Fish embryo/egg,3
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Isopod,Crustacea,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Jelly,Other gelatinous,3
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Jelly,Other gelatinous,8
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Krill,Malacostraca,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Krill,Malacostraca,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Krill,Malacostraca,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Limpet,Gastropoda,48
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Nudibranch,Gastropoda,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Nudibranch,Gastropoda,23
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Nudibranch,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Nudibranch,Gastropoda,8
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Ostracod,Crustacea,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Ostracod,Crustacea,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Ostracod,Crustacea,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Ostracod,Crustacea,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Ostracod,Crustacea,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Polychaete,Polychaeta,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Polychaete,Polychaeta,33
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Polychaete,Polychaeta,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Polychaete,Polychaeta,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Polychaete,Polychaeta,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,15
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,9
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,61
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,24
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,60
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,40
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,21
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,24
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,47
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,13
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,5
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,496
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,64
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,6
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,9
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,14
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,22
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Sipunculan,Sipuncula,19
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Sipunculan,Sipuncula,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Sipunculan,Sipuncula,1
