,ID,String,Region,Site.x,Zone.x,Type.x,Site_no,Replicate,Plankton_Category,Specimen_Type,Plankton_Group,Total_Count,LATITUDE,LONGITUDE,Type.y
388,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Fish,Fish embryo/egg,214,6.48398,133.80315,Surface
389,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Fish,Fish embryo/egg,3,6.48398,133.80315,Surface
390,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Fish,Fish embryo/egg,30,6.48398,133.80315,Surface
391,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Fish,Fish embryo/egg,3,6.48398,133.80315,Surface
392,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Isopod,Crustacea,2,6.48398,133.80315,Surface
393,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Jelly,Other gelatinous,3,6.48398,133.80315,Surface
394,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Jelly,Other gelatinous,8,6.48398,133.80315,Surface
395,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Krill,Malacostraca,1,6.48398,133.80315,Surface
396,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Krill,Malacostraca,1,6.48398,133.80315,Surface
397,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Krill,Malacostraca,1,6.48398,133.80315,Surface
398,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Limpet,Gastropoda,48,6.48398,133.80315,Surface
399,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Nudibranch,Gastropoda,2,6.48398,133.80315,Surface
400,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Nudibranch,Gastropoda,23,6.48398,133.80315,Surface
401,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,1,6.48398,133.80315,Surface
402,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,1,6.48398,133.80315,Surface
403,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,1,6.48398,133.80315,Surface
404,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Sipunculan,Sipuncula,19,6.48398,133.80315,Surface
405,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Sipunculan,Sipuncula,1,6.48398,133.80315,Surface
406,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Sipunculan,Sipuncula,1,6.48398,133.80315,Surface
407,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Sipunculan,Sipuncula,1,6.48398,133.80315,Surface
408,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Sipunculan,Sipuncula,2,6.48398,133.80315,Surface
409,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Sipunculan,Sipuncula,4,6.48398,133.80315,Surface
410,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,30,6.48398,133.80315,Surface
411,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Polychaete,Polychaeta,4,6.48398,133.80315,Surface
412,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Polychaete,Polychaeta,1,6.48398,133.80315,Surface
413,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,15,6.48398,133.80315,Surface
414,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,2,6.48398,133.80315,Surface
415,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,2,6.48398,133.80315,Surface
416,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,9,6.48398,133.80315,Surface
417,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,1,6.48398,133.80315,Surface
418,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,1,6.48398,133.80315,Surface
419,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,4,6.48398,133.80315,Surface
420,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,1,6.48398,133.80315,Surface
421,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,61,6.48398,133.80315,Surface
422,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,24,6.48398,133.80315,Surface
423,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,60,6.48398,133.80315,Surface
424,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,2,6.48398,133.80315,Surface
425,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,40,6.48398,133.80315,Surface
426,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,21,6.48398,133.80315,Surface
427,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,24,6.48398,133.80315,Surface
428,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,2,6.48398,133.80315,Surface
429,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,47,6.48398,133.80315,Surface
430,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Pteropod,Gastropoda,1,6.48398,133.80315,Surface
431,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,13,6.48398,133.80315,Surface
432,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,5,6.48398,133.80315,Surface
433,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,496,6.48398,133.80315,Surface
434,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,64,6.48398,133.80315,Surface
435,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,6,6.48398,133.80315,Surface
436,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,1,6.48398,133.80315,Surface
437,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,9,6.48398,133.80315,Surface
438,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,14,6.48398,133.80315,Surface
439,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,22,6.48398,133.80315,Surface
440,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Holoplankton,Shrimp,Malacostraca,1,6.48398,133.80315,Surface
441,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,1,6.48398,133.80315,Surface
442,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,4,6.48398,133.80315,Surface
443,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,2,6.48398,133.80315,Surface
444,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,3,6.48398,133.80315,Surface
445,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,17,6.48398,133.80315,Surface
446,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,4,6.48398,133.80315,Surface
447,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,4,6.48398,133.80315,Surface
448,PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,2,6.48398,133.80315,Surface
449,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Amphipod,Crustacea,1,6.47882,133.71042,Surface
450,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,2,6.47882,133.71042,Surface
451,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Amphipod,Crustacea,1,6.47882,133.71042,Surface
452,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Barnacle,Crustacea,1,6.47882,133.71042,Surface
453,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,1,6.47882,133.71042,Surface
454,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Chaetognath,Chaetognatha,67,6.47882,133.71042,Surface
455,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,38,6.47882,133.71042,Surface
456,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Shrimp,Malacostraca,22,6.47882,133.71042,Surface
457,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,1,6.47882,133.71042,Surface
458,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Shrimp,Malacostraca,1,6.47882,133.71042,Surface
459,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,111,6.47882,133.71042,Surface
460,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,23,6.47882,133.71042,Surface
461,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Polychaete,Polycheata,8,6.47882,133.71042,Surface
462,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Echinoderm,Echinodermata,1,6.47882,133.71042,Surface
463,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Echinoderm,Echinodermata,4,6.47882,133.71042,Surface
464,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,912,6.47882,133.71042,Surface
465,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,5,6.47882,133.71042,Surface
466,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,4,6.47882,133.71042,Surface
467,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Echinoderm,Echinodermata,23,6.47882,133.71042,Surface
468,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,1,6.47882,133.71042,Surface
469,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,1,6.47882,133.71042,Surface
470,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,3340,6.47882,133.71042,Surface
471,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Barnacle,Gastropoda,4,6.47882,133.71042,Surface
472,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,1,6.47882,133.71042,Surface
473,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,20,6.47882,133.71042,Surface
474,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,352,6.47882,133.71042,Surface
475,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Echinoderm,Echinodermata,5,6.47882,133.71042,Surface
476,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,424,6.47882,133.71042,Surface
477,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Larvaceans,Other Gelatinous,3768,6.47882,133.71042,Surface
478,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Other Gelatinous,Other Gelatinous,126,6.47882,133.71042,Surface
479,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,1,6.47882,133.71042,Surface
480,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Evadne,Crustacea,3432,6.47882,133.71042,Surface
481,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Chaetognath,Chaetognatha,55,6.47882,133.71042,Surface
482,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Polychaete,Polychaeta,23,6.47882,133.71042,Surface
483,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Polychaete,Polychaeta,1,6.47882,133.71042,Surface
484,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Polychaete,Polychaeta,4,6.47882,133.71042,Surface
485,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,18,6.47882,133.71042,Surface
486,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,16,6.47882,133.71042,Surface
487,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,23,6.47882,133.71042,Surface
488,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,2,6.47882,133.71042,Surface
489,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,30,6.47882,133.71042,Surface
490,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,1,6.47882,133.71042,Surface
491,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,12,6.47882,133.71042,Surface
492,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,2,6.47882,133.71042,Surface
493,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,1,6.47882,133.71042,Surface
494,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,14,6.47882,133.71042,Surface
495,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,1,6.47882,133.71042,Surface
496,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,1,6.47882,133.71042,Surface
497,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,12,6.47882,133.71042,Surface
498,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,2,6.47882,133.71042,Surface
499,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,6,6.47882,133.71042,Surface
500,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,170,6.47882,133.71042,Surface
501,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,188,6.47882,133.71042,Surface
502,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,1,6.47882,133.71042,Surface
503,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,1,6.47882,133.71042,Surface
504,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Bivalve,Bivalvia,2,6.47882,133.71042,Surface
505,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Bivalve,Bivalvia,1,6.47882,133.71042,Surface
506,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,392,6.47882,133.71042,Surface
507,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,10,6.47882,133.71042,Surface
508,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,39,6.47882,133.71042,Surface
509,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Crab,Crustacea,1,6.47882,133.71042,Surface
510,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Crab,Crustacea,3,6.47882,133.71042,Surface
511,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Echinoderm,Echinodermata,1,6.47882,133.71042,Surface
512,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Echinoderm,Echinodermata,2,6.47882,133.71042,Surface
513,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Fish,Fish embryo/egg,23,6.47882,133.71042,Surface
514,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Fish,Fish embryo/egg,2,6.47882,133.71042,Surface
515,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Fish,Fish embryo/egg,10,6.47882,133.71042,Surface
516,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Fish,Fish embryo/egg,6,6.47882,133.71042,Surface
517,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Isopod,Crustacea,1,6.47882,133.71042,Surface
518,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Jelly,Other gelatinous,2,6.47882,133.71042,Surface
519,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Krill,Malacostraca,1,6.47882,133.71042,Surface
520,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Limpet,Gastropoda,1,6.47882,133.71042,Surface
521,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Nudibranch,Gastropoda,1,6.47882,133.71042,Surface
522,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Sipunculan,Sipuncula,1,6.47882,133.71042,Surface
523,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Sipunculan,Sipuncula,25,6.47882,133.71042,Surface
524,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Stomatopod,Crustacea,7,6.47882,133.71042,Surface
525,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Stomatopod,Crustacea,2,6.47882,133.71042,Surface
526,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Stomatopod,Crustacea,1,6.47882,133.71042,Surface
527,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Stomatopod,Crustacea,1,6.47882,133.71042,Surface
528,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Shrimp,Malacostraca,114,6.47882,133.71042,Surface
529,PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Shrimp,Malacostraca,1,6.47882,133.71042,Surface
530,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Sipunculan,Sipuncula,1,6.8489,133.26102,Surface
531,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Ascidean_Tadpole,Other Gelatinous,1,6.8489,133.26102,Surface
532,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,3,6.8489,133.26102,Surface
533,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Amphipod,Crustacea,1,6.8489,133.26102,Surface
534,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Amphipod,Crustacea,6,6.8489,133.26102,Surface
535,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Pteropod,Gastropoda,2,6.8489,133.26102,Surface
536,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Pteropod,Gastropoda,1,6.8489,133.26102,Surface
537,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Pteropod,Gastropoda,19,6.8489,133.26102,Surface
538,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Salp,Other gelatinous,2,6.8489,133.26102,Surface
539,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Shrimp,Malacostraca,1,6.8489,133.26102,Surface
540,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Shrimp,Malacostraca,1,6.8489,133.26102,Surface
541,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Sipunculan,Sipuncula,2,6.8489,133.26102,Surface
542,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,1,6.8489,133.26102,Surface
543,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,64,6.8489,133.26102,Surface
544,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,1,6.8489,133.26102,Surface
545,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,4,6.8489,133.26102,Surface
546,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Polychaete,Polycheata,2,6.8489,133.26102,Surface
547,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Echinoderm,Echinodermata,1,6.8489,133.26102,Surface
548,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,79,6.8489,133.26102,Surface
549,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Echinoderm,Echinodermata,1,6.8489,133.26102,Surface
550,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Isopod,Crustacea,1,6.8489,133.26102,Surface
551,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,760,6.8489,133.26102,Surface
552,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Barnacle,Gastropoda,6,6.8489,133.26102,Surface
553,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Pteropod,Gastropoda,8,6.8489,133.26102,Surface
554,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,4,6.8489,133.26102,Surface
555,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,150,6.8489,133.26102,Surface
556,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,20,6.8489,133.26102,Surface
557,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,82,6.8489,133.26102,Surface
558,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Larvaceans,Other Gelatinous,64,6.8489,133.26102,Surface
559,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Other Gelatinous,Other Gelatinous,125,6.8489,133.26102,Surface
560,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Echinoderm,Echinodermata,2,6.8489,133.26102,Surface
561,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,1,6.8489,133.26102,Surface
562,PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Evadne,Crustacea,198,6.8489,133.26102,Surface
