Sample,Zone,Site,Plankton Category,Specimen Type,Morphotype,Spec_Morph,Genetic_ID,Total Count,FunctionalGroup
PAL22_S1_1_S_1,South,S1,Holoplankton,Jelly,2,Jelly_2,NA,3,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Jelly,7,Jelly_7,NA,8,Gelatinous Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Krill,1,Krill_1,NA,1,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Krill,Double Rostrum,Krill_Double Rostrum,NA,1,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Krill,Norway Shrimp,Krill_Norway Shrimp,NA,1,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Krill,Thysanopoda,Krill_Thysanopoda,NA,1,Large Crustacean Plankton
PAL22_S1_3_S_3,South,S1,Meroplankton,Limpet,1,Limpet_1,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Limpet,1,Limpet_1,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Limpet,1,Limpet_1,NA,8,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Limpet,1,Limpet_1,NA,48,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Nudibranch,Larva 1,Nudibranch_Larva 1,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Nudibranch,Larva 1,Nudibranch_Larva 1,NA,2,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,10,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,23,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,58,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Nudibranch,Larva 3,Nudibranch_Larva 3,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Nudibranch,Larva 3,Nudibranch_Larva 3,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Nudibranch,Larva 5,Nudibranch_Larva 5,NA,2,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Nudibranch,Larva 5,Nudibranch_Larva 5,NA,8,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Holoplankton,Ostracod,1,Ostracod_1,NA,1,Small Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Ostracod,3,Ostracod_3,NA,4,Small Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Ostracod,4,Ostracod_4,NA,1,Small Crustacean Plankton
PAL22_N1_2_S_2,North,N1,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,NA,1,Small Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,NA,4,Small Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Ostracod,Jesus,Ostracod_Jesus,NA,1,Small Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,11,Polychaete_11,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,12,Polychaete_12,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,13,Polychaete_13,NA,1,Benthic Invertebrate Larvae
PAL22_N1_1_S_1,North,N1,Meroplankton,Polychaete,Larva 1,Polychaete_Larva 1,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,Larva 11,Polychaete_Larva 11,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,Larva 12,Polychaete_Larva 12,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,Larva 13,Polychaete_Larva 13,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,Larva 14,Polychaete_Larva 14,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Polychaete,Larva 19,Polychaete_Larva 19,NA,1,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Polychaete,Larva 8,Polychaete_Larva 8,NA,23,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Polychaete,Larva 8,Polychaete_Larva 8,NA,33,Benthic Invertebrate Larvae
PAL22_N1_2_S_2,North,N1,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,NA,1,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Holoplankton,Polychaete,Pelagic 4,Polychaete_Pelagic 4,NA,2,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Holoplankton,Polychaete,Pelagic 5,Polychaete_Pelagic 5,NA,2,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Holoplankton,Polychaete,Pelagic Glasses,Polychaete_Pelagic Glasses,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,NA,3,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,NA,4,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,NA,4,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,NA,4,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Polychaete,Triangles,Polychaete_Triangles,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Porifera,Spongebob,Porifera_Spongebob,NA,2,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Porifera,Spongebob,Porifera_Spongebob,NA,4,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Porifera,SpongeMike,Porifera_SpongeMike,NA,3,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,1,Pteropod_1,NA,1,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,1,Pteropod_1,NA,15,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,1,Pteropod_1,NA,16,Gelatinous Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,1,Pteropod_1,NA,18,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,1B,Pteropod_1B,NA,2,Gelatinous Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,1B,Pteropod_1B,NA,8,Gelatinous Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,1B,Pteropod_1B,NA,16,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,2,Pteropod_2,NA,2,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,2,Pteropod_2,NA,4,Gelatinous Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,3,Pteropod_3,NA,5,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,3,Pteropod_3,NA,9,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,3,Pteropod_3,NA,16,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,3B,Pteropod_3B,NA,2,Gelatinous Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,3B,Pteropod_3B,NA,2,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,4,Pteropod_4,NA,1,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Arrowhead,Pteropod_Arrowhead,NA,1,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Big Cone,Pteropod_Big Cone,NA,4,Gelatinous Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Big Cone,Pteropod_Big Cone,NA,16,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Big Cone,Pteropod_Big Cone,NA,62,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Cavolina,Pteropod_Cavolina,NA,1,Gelatinous Plankton
PAL22_N1_2_S_2,North,N1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,1,Gelatinous Plankton
PAL22_N1_3_S_3,North,N1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,5,Gelatinous Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,23,Gelatinous Plankton
PAL22_N1_1_S_1,North,N1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,25,Gelatinous Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,49,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,58,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,61,Gelatinous Plankton
PAL22_N1_1_S_1,North,N1,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,NA,2,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,NA,11,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,NA,24,Gelatinous Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,NA,25,Gelatinous Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,NA,2,Gelatinous Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,NA,3,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,NA,4,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,NA,60,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Dieting Styliola,Pteropod_Dieting Styliola,NA,1,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Dieting Styliola,Pteropod_Dieting Styliola,NA,2,Gelatinous Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,NA,5,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,NA,19,Gelatinous Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,NA,30,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,NA,40,Gelatinous Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,NA,1,Gelatinous Plankton
PAL22_N1_1_S_1,North,N1,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,NA,3,Gelatinous Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,NA,12,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,NA,16,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,NA,21,Gelatinous Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Striated,Pteropod_Striated,NA,12,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Striated,Pteropod_Striated,NA,24,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Striated,Pteropod_Striated,NA,53,Gelatinous Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Striated,Pteropod_Striated,NA,54,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Stylus,Pteropod_Stylus,NA,2,Gelatinous Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Unshelled 1,Pteropod_Unshelled 1,NA,2,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Unshelled 1,Pteropod_Unshelled 1,NA,47,Gelatinous Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Unshelled 2,Pteropod_Unshelled 2,NA,2,Gelatinous Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Unshelled 3,Pteropod_Unshelled 3,NA,1,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Unshelled 4,Pteropod_Unshelled 4,NA,1,Gelatinous Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Unshelled 4,Pteropod_Unshelled 4,NA,3,Gelatinous Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Unshelled 6,Pteropod_Unshelled 6,NA,1,Gelatinous Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,1,Shrimp_1,NA,4,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,1,Shrimp_1,NA,13,Large Crustacean Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Shrimp,1,Shrimp_1,NA,114,Large Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,10,Shrimp_10,NA,2,Large Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,11,Shrimp_11,NA,1,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,11,Shrimp_11,NA,5,Large Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,12,Shrimp_12,NA,32,Large Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,12,Shrimp_12,NA,75,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,12,Shrimp_12,NA,496,Large Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,13,Shrimp_13,NA,6,Large Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,13,Shrimp_13,NA,61,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,13,Shrimp_13,NA,64,Large Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,14,Shrimp_14,NA,1,Large Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,15,Shrimp_15,NA,3,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,15,Shrimp_15,NA,6,Large Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,15,Shrimp_15,NA,14,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,17,Shrimp_17,NA,1,Large Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,3,Shrimp_3,NA,2,Large Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,3,Shrimp_3,NA,3,Large Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,4,Shrimp_4,NA,1,Large Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,4,Shrimp_4,NA,9,Large Crustacean Plankton
PAL22_S1_3_S_3,South,S1,Holoplankton,Shrimp,7,Shrimp_7,NA,1,Large Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,7,Shrimp_7,NA,1,Large Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,7,Shrimp_7,NA,3,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,7,Shrimp_7,NA,9,Large Crustacean Plankton
PAL22_N1_2_S_2,North,N1,Holoplankton,Shrimp,8,Shrimp_8,NA,1,Large Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,9,Shrimp_9,NA,2,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,9B,Shrimp_9B,NA,14,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,Little Lucifer,Shrimp_Little Lucifer,NA,22,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,Longeyes,Shrimp_Longeyes,NA,1,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,Lucifer,Shrimp_Lucifer,NA,1,Large Crustacean Plankton
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,Lucifer,Shrimp_Lucifer,NA,2,Large Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,Mantis,Shrimp_Mantis,NA,1,Large Crustacean Plankton
PAL22_N1_2_S_2,North,N1,Holoplankton,Shrimp,Nauplii,Shrimp_Nauplii,NA,2,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,Scissorhands,Shrimp_Scissorhands,NA,1,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,Sideways,Shrimp_Sideways,NA,1,Large Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Meroplankton,Sipunculan,Irridescent,Sipunculan_Irridescent,NA,2,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Sipunculan,Irridescent,Sipunculan_Irridescent,NA,19,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Sipunculan,NA,Sipunculan_NA,NA,1,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Sipunculan,NA,Sipunculan_NA,NA,1,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Sipunculan,NA,Sipunculan_NA,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Sipunculan,NA,Sipunculan_NA,NA,2,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Sipunculan,Peach Pelagosphera,Sipunculan_Peach Pelagosphera,NA,1,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Sipunculan,Peach Pelagosphera,Sipunculan_Peach Pelagosphera,NA,1,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Sipunculan,Pelagosphera,Sipunculan_Pelagosphera,NA,1,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Sipunculan,Pelagosphera,Sipunculan_Pelagosphera,NA,25,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Sipunculan,Pelagosphera 2,Sipunculan_Pelagosphera 2,NA,3,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Sipunculan,Pelagosphera 3,Sipunculan_Pelagosphera 3,NA,2,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Sipunculan,Pelagosphera 3,Sipunculan_Pelagosphera 3,NA,3,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Sipunculan,Pelagosphera 4,Sipunculan_Pelagosphera 4,NA,2,Benthic Invertebrate Larvae
PAL22_W1_2_S_2,West,W1,Meroplankton,Sipunculan,Pelagosphera 4,Sipunculan_Pelagosphera 4,NA,2,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Sipunculan,Pelagosphera 4,Sipunculan_Pelagosphera 4,NA,6,Benthic Invertebrate Larvae
PAL22_S1_1_S_1,South,S1,Meroplankton,Sipunculan,Translucent Pelagosphera,Sipunculan_Translucent Pelagosphera,NA,4,Benthic Invertebrate Larvae
PAL22_W1_1_S_1,West,W1,Meroplankton,Sipunculan,White,Sipunculan_White,NA,1,Benthic Invertebrate Larvae
PAL22_S1_3_S_3,South,S1,Meroplankton,Stomatopod,Antizoea,Stomatopod_Antizoea,NA,7,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Antizoea,Stomatopod_Antizoea,NA,30,Large Crustacean Plankton
PAL22_S1_3_S_3,South,S1,Meroplankton,Stomatopod,Antizoea 1,Stomatopod_Antizoea 1,NA,2,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Antizoea 1,Stomatopod_Antizoea 1,NA,4,Large Crustacean Plankton
PAL22_S1_3_S_3,South,S1,Meroplankton,Stomatopod,Antizoea 2,Stomatopod_Antizoea 2,NA,1,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Antizoea 2,Stomatopod_Antizoea 2,NA,4,Large Crustacean Plankton
PAL22_N1_2_S_2,North,N1,Meroplankton,Stomatopod,Antizoea 3,Stomatopod_Antizoea 3,NA,1,Large Crustacean Plankton
PAL22_S1_3_S_3,South,S1,Meroplankton,Stomatopod,Antizoea 3,Stomatopod_Antizoea 3,NA,1,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Antizoea 3,Stomatopod_Antizoea 3,NA,2,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Bilobed Antizoea,Stomatopod_Bilobed Antizoea,NA,1,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Egg Eye Antizoea,Stomatopod_Egg Eye Antizoea,NA,4,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Skinny Antizoea,Stomatopod_Skinny Antizoea,NA,2,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Tripod Antizoea,Stomatopod_Tripod Antizoea,NA,3,Large Crustacean Plankton
PAL22_W1_1_S_1,West,W1,Meroplankton,Stomatopod,Whale Tail Antizoea,Stomatopod_Whale Tail Antizoea,NA,1,Large Crustacean Plankton
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Whale Tail Antizoea,Stomatopod_Whale Tail Antizoea,NA,17,Large Crustacean Plankton
PAL22_S2_3_S_3,South,S2,Meroplankton,Cnidaria,Unknown_27,Cnidaria_Unknown_27,Actiniaria,5,Benthic Invertebrate Larvae
PAL22_S2_2_S_2,South,S2,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,Aspidosiphonidae,2,Benthic Invertebrate Larvae
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic Snail,Clear/Smooth Swiss Chalet,Benthic_Snail_Clear/Smooth Swiss Chalet,Buccinoidea,1,Benthic Invertebrate Larvae
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,54,Benthic Invertebrate Larvae
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,64,Benthic Invertebrate Larvae
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",1,Small Crustacean Plankton
PAL22_S2_3_S_3,South,S2,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",1,Small Crustacean Plankton
PAL22_S2_3_S_3,South,S2,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,2,Small Crustacean Plankton
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,4,Small Crustacean Plankton
PAL22_S2_3_S_3,South,S2,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,Chaetopteridae,1,Benthic Invertebrate Larvae
PAL22_S2_2_S_2,South,S2,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,Chaetopteridae,2,Benthic Invertebrate Larvae
PAL22_S2_2_S_2,South,S2,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,Clypeaster sp.,1,Benthic Invertebrate Larvae
PAL22_S2_3_S_3,South,S2,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,31,Small Crustacean Plankton
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,79,Small Crustacean Plankton
PAL22_S2_3_S_3,South,S2,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),Creseis sp.,3,Gelatinous Plankton
PAL22_S2_2_S_2,South,S2,Meroplankton,Echinoderm,Echinopluteus 1,Echinoderm_Echinopluteus 1,Echinostrephus aciculatus,1,Benthic Invertebrate Larvae
PAL22_S2_2_S_2,South,S2,Holoplankton,Isopod,3,Isopod_3,Isopoda,1,Large Crustacean Plankton
PAL22_S2_3_S_3,South,S2,Holoplankton,Isopod,3,Isopod_3,Isopoda,1,Large Crustacean Plankton
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,760,Small Crustacean Plankton
PAL22_S2_3_S_3,South,S2,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,1116,Small Crustacean Plankton
PAL22_S2_3_S_3,South,S2,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,Lepas anserifera,1,Benthic Invertebrate Larvae
PAL22_S2_2_S_2,South,S2,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,Lepas anserifera,6,Benthic Invertebrate Larvae
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),Limacina sp.,8,Gelatinous Plankton
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,Littoraria sp.,2,Benthic Invertebrate Larvae
