Sample,Zone,Site,Plankton Category,Specimen Type,Morphotype,Spec_Morph,Genetic_ID,Final_ID,Total Count
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic_Snail,7,Benthic_Snail_7,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,7,Benthic_Snail_7,,,3
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic_Snail,8,Benthic_Snail_8,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,8,Benthic_Snail_8,,,4
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,8,Benthic_Snail_8,,,11
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,9,Benthic_Snail_9,,,2
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,9,Benthic_Snail_9,,,2
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic_Snail,9,Benthic_Snail_9,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Bars,Benthic_Snail_Bars,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Bars 1,Benthic_Snail_Bars 1,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Brown Tulip,Benthic_Snail_Brown Tulip,,,1
PAL22_N1_2_S_2,North,N1,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,,,9
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,,,14
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,,,24
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,,,40
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,,,5
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,,,17
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,,,18
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Caramel,Benthic_Snail_Caramel,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Caramel,Benthic_Snail_Caramel,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Checkerboard,Benthic_Snail_Checkerboard,,,22
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Citrus,Benthic_Snail_Citrus,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Cross-Hatched Hole,Benthic_Snail_Cross-Hatched Hole,,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Cross-Hatched Small Hole,Benthic_Snail_Cross-Hatched Small Hole,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Cross-Hatched Small Hole,Benthic_Snail_Cross-Hatched Small Hole,,,27
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Crown,Benthic_Snail_Crown,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Disco Ball,Benthic_Snail_Disco Ball,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Disco Ball,Benthic_Snail_Disco Ball,,,3
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Double 1,Benthic_Snail_Double 1,,,5
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Garfield,Benthic_Snail_Garfield,,,3
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Gold-Plated,Benthic_Snail_Gold-Plated,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Headless,Benthic_Snail_Headless,,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Headless,Benthic_Snail_Headless,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Irridescent,Benthic_Snail_Irridescent,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Margarites,Benthic_Snail_Margarites,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Marshmallow,Benthic_Snail_Marshmallow,,,4
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,,,2
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,,,12
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,,,14
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,,,32
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Pokey,Benthic_Snail_Pokey,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Prison Bars,Benthic_Snail_Prison Bars,,,5
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic_Snail,Purple,Benthic_Snail_Purple,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Purple,Benthic_Snail_Purple,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Purple,Benthic_Snail_Purple,,,3
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Rippled 2,Benthic_Snail_Rippled 2,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Shelves,Benthic_Snail_Shelves,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Shelves,Benthic_Snail_Shelves,,,2
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,,,2
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,,,14
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,,,20
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Short Clear Retroversa-Like,Benthic_Snail_Short Clear Retroversa-Like,,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Short Clear Retroversa-Like,Benthic_Snail_Short Clear Retroversa-Like,,,6
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,,,17
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,,,18
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,,,29
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,,,170
PAL22_N1_1_S_1,North,N1,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,,1
PAL22_N1_3_S_3,North,N1,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,,6
PAL22_N1_2_S_2,North,N1,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,,32
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,,36
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,,41
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,,43
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,,188
PAL22_W1_2_S_2,West,W1,Meroplankton,Benthic_Snail,Sneetch,Benthic_Snail_Sneetch,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Sneetch,Benthic_Snail_Sneetch,,,4
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Staggered,Benthic_Snail_Staggered,,,8
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Strawberry,Benthic_Snail_Strawberry,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Strawberry,Benthic_Snail_Strawberry,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Striped Pants,Benthic_Snail_Striped Pants,,,3
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Striped Shirt,Benthic_Snail_Striped Shirt,,,2
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Thorny B,Benthic_Snail_Thorny B,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Thorny B,Benthic_Snail_Thorny B,,,2
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Thorny B,Benthic_Snail_Thorny B,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Tiger,Benthic_Snail_Tiger,,,13
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Timberlake,Benthic_Snail_Timberlake,,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,,,15
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,,,56
PAL22_S1_1_S_1,South,S1,Meroplankton,Benthic_Snail,Unicorn,Benthic_Snail_Unicorn,,,1
PAL22_N1_1_S_1,North,N1,Meroplankton,Bivalve,1,Bivalve_1,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Bivalve,1,Bivalve_1,,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Bivalve,1,Bivalve_1,,,2
PAL22_W1_2_S_2,West,W1,Meroplankton,Bivalve,1,Bivalve_1,,,6
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,1,Bivalve_1,,,17
PAL22_N1_3_S_3,North,N1,Meroplankton,Bivalve,2,Bivalve_2,Clean No Match,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Bivalve,2,Bivalve_2,Clean No Match,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Bivalve,3,Bivalve_3,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,3,Bivalve_3,,,4
PAL22_S1_1_S_1,South,S1,Meroplankton,Bivalve,4,Bivalve_4,,,4
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,4,Bivalve_4,,,4
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,6,Bivalve_6,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Bivalve,6,Bivalve_6,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,7,Bivalve_7,,,4
PAL22_S1_1_S_1,South,S1,Meroplankton,Bryozoan,Cyphonaudes,Bryozoan_Cyphonaudes,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Cephalopod,2,Cephalopod_2,,,1
PAL22_W1_1_S_1,West,W1,Holoplankton,Cephalopod,4,Cephalopod_4,,,3
PAL22_N1_1_S_1,North,N1,Holoplankton,Cephalopod,Squid,Cephalopod_Squid,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Cnidaria,Anthozoan_NA,Cnidaria_Anthozoan_NA,,,3
PAL22_W1_1_S_1,West,W1,Meroplankton,Cnidaria,Coral Larva 4,Cnidaria_Coral Larva 4,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Cnidaria,Coral Larva 5,Cnidaria_Coral Larva 5,,,1
PAL22_N1_3_S_3,North,N1,Holoplankton,Copepod,6,Copepod_6,,,1
PAL22_N1_2_S_2,North,N1,Holoplankton,Copepod,7,Copepod_7,No ID,,3
PAL22_N1_3_S_3,North,N1,Holoplankton,Copepod,7,Copepod_7,No ID,,3
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,7,Copepod_7,No ID,,24
PAL22_W1_2_S_2,West,W1,Holoplankton,Copepod,7,Copepod_7,No ID,,24
PAL22_S1_1_S_1,South,S1,Holoplankton,Copepod,7,Copepod_7,No ID,,97
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,7,Copepod_7,No ID,,392
PAL22_S1_1_S_1,South,S1,Holoplankton,Copepod,9,Copepod_9,,,4
PAL22_N1_2_S_2,North,N1,Holoplankton,Copepod,9,Copepod_9,,,8
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,9,Copepod_9,,,10
PAL22_W1_2_S_2,West,W1,Holoplankton,Copepod,Jagged Tail,Copepod_Jagged Tail,No ID,,3
PAL22_S1_1_S_1,South,S1,Holoplankton,Copepod,Jagged Tail,Copepod_Jagged Tail,No ID,,11
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,Jagged Tail,Copepod_Jagged Tail,No ID,,12
PAL22_N1_2_S_2,North,N1,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,,9
PAL22_S1_3_S_3,South,S1,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,,39
PAL22_W1_2_S_2,West,W1,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,,60
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,,336
PAL22_S1_1_S_1,South,S1,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,,444
PAL22_S1_1_S_1,South,S1,Meroplankton,Crab,Brachyuran Megalops,Crab_Brachyuran Megalops,,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Crab,Brachyuran Megalops,Crab_Brachyuran Megalops,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Crab,Klingon Zoea,Crab_Klingon Zoea,,,3
PAL22_S1_1_S_1,South,S1,Meroplankton,Crab,Octopus Face Zoea,Crab_Octopus Face Zoea,,,2
PAL22_W1_1_S_1,West,W1,Meroplankton,Crab,Speckles Zoea,Crab_Speckles Zoea,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Crab,Speckles Zoea,Crab_Speckles Zoea,,,48
PAL22_S1_1_S_1,South,S1,Meroplankton,Crab,Veins Megalop,Crab_Veins Megalop,,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Crab,Zoea 1,Crab_Zoea 1,,,3
PAL22_W1_2_S_2,West,W1,Meroplankton,Crab,Zoea 1,Crab_Zoea 1,,,4
PAL22_W1_1_S_1,West,W1,Meroplankton,Crab,Zoea 2,Crab_Zoea 2,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Crab,Zoea 2,Crab_Zoea 2,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Deciduous_Larva,NA,Deciduous_Larva_NA,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Cruella Echinopluteus,Echinoderm_Cruella Echinopluteus,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Dalmatian Echinopluteus,Echinoderm_Dalmatian Echinopluteus,,,9
PAL22_S1_3_S_3,South,S1,Meroplankton,Echinoderm,Doliolaria,Echinoderm_Doliolaria,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Echinopluteus 10,Echinoderm_Echinopluteus 10,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Echinopluteus 5,Echinoderm_Echinopluteus 5,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,Echinopluteus 5,Echinoderm_Echinopluteus 5,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Echinoderm,Echinopluteus 6,Echinoderm_Echinopluteus 6,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Echinopluteus 7,Echinoderm_Echinopluteus 7,,,2
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,Echinopluteus 7B,Echinoderm_Echinopluteus 7B,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Echinopluteus Triangle,Echinoderm_Echinopluteus Triangle,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,EJ,Echinoderm_EJ,,,2
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,EJ,Echinoderm_EJ,,,2
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,EJ 1,Echinoderm_EJ 1,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,EJ 2,Echinoderm_EJ 2,,,6
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Forest EJ,Echinoderm_Forest EJ,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Grass 2 Echinopluteus,Echinoderm_Grass 2 Echinopluteus,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Grass Echinopluteus,Echinoderm_Grass Echinopluteus,,,4
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Grass_EJ,Echinoderm_Grass_EJ,,,10
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Green EJ,Echinoderm_Green EJ,,,4
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Hymenaster_OJ,Echinoderm_Hymenaster_OJ,,,3
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Hymenaster_OP,Echinoderm_Hymenaster_OP,,,8
PAL22_S1_3_S_3,South,S1,Meroplankton,Echinoderm,OJ,Echinoderm_OJ,,,2
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,OJ 1,Echinoderm_OJ 1,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,OJ 1,Echinoderm_OJ 1,,,5
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Ophiopluteus Slush,Echinoderm_Ophiopluteus Slush,,,5
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Slush_OJ,Echinoderm_Slush_OJ,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Snowflake,Echinoderm_Snowflake,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Snowflake 2,Echinoderm_Snowflake 2,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Echinoderm,Wilson Echinopluteus,Echinoderm_Wilson Echinopluteus,,,1
PAL22_W1_1_S_1,West,W1,Holoplankton,Embryo,2,Embryo_2,,,3
PAL22_W1_2_S_2,West,W1,Holoplankton,Embryo,2,Embryo_2,,,6
PAL22_W1_1_S_1,West,W1,Holoplankton,Embryo,4,Embryo_4,,,1
PAL22_W1_1_S_1,West,W1,Holoplankton,Embryo,5,Embryo_5,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Embryo,6,Embryo_6,,,1
PAL22_N1_3_S_3,North,N1,Holoplankton,Fish,Eggs,Fish_Eggs,,,18
PAL22_S1_3_S_3,South,S1,Holoplankton,Fish,Eggs,Fish_Eggs,,,23
PAL22_N1_1_S_1,North,N1,Holoplankton,Fish,Eggs,Fish_Eggs,,,29
PAL22_W1_2_S_2,West,W1,Holoplankton,Fish,Eggs,Fish_Eggs,,,30
PAL22_W1_1_S_1,West,W1,Holoplankton,Fish,Eggs,Fish_Eggs,,,41
PAL22_N1_2_S_2,North,N1,Holoplankton,Fish,Eggs,Fish_Eggs,,,44
PAL22_S1_1_S_1,South,S1,Holoplankton,Fish,Eggs,Fish_Eggs,,,214
PAL22_S1_1_S_1,South,S1,Holoplankton,Fish,Freckled,Fish_Freckled,,,1
PAL22_W1_1_S_1,West,W1,Holoplankton,Fish,Freckled,Fish_Freckled,,,1
PAL22_W1_2_S_2,West,W1,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,2
PAL22_S1_3_S_3,South,S1,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,2
PAL22_S1_1_S_1,South,S1,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,3
PAL22_W1_2_S_2,West,W1,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,3
PAL22_N1_2_S_2,North,N1,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,35
PAL22_W1_1_S_1,West,W1,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,41
PAL22_N1_2_S_2,North,N1,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,2
PAL22_W1_1_S_1,West,W1,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,3
PAL22_S1_3_S_3,South,S1,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,10
PAL22_S1_1_S_1,South,S1,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,30
PAL22_W1_2_S_2,West,W1,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,39
PAL22_N1_1_S_1,North,N1,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,1
PAL22_N1_2_S_2,North,N1,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,1
PAL22_W1_1_S_1,West,W1,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,4
PAL22_S1_3_S_3,South,S1,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,6
PAL22_S1_1_S_1,South,S1,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,86
PAL22_N1_1_S_1,North,N1,Holoplankton,Fish,Scorpion Fish,Fish_Scorpion Fish,,,1
PAL22_S1_3_S_3,South,S1,Holoplankton,Fish,Scorpion Fish,Fish_Scorpion Fish,,,1
PAL22_W1_1_S_1,West,W1,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,,,2
PAL22_N1_2_S_2,North,N1,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,,,3
PAL22_N1_3_S_3,North,N1,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,,,3
PAL22_S1_1_S_1,South,S1,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,,,3
PAL22_W1_2_S_2,West,W1,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,,,3
PAL22_S1_3_S_3,South,S1,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,,,6
PAL22_W1_1_S_1,West,W1,Holoplankton,Fish,Tuna-Like Fish,Fish_Tuna-Like Fish,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Fish,Tuna-Like Fish,Fish_Tuna-Like Fish,,,2
PAL22_N1_1_S_1,North,N1,Holoplankton,Fish,Unknown Tissue 1,Fish_Unknown Tissue 1,,,1
PAL22_W1_2_S_2,West,W1,Holoplankton,Fish,Young,Fish_Young,,,3
PAL22_N1_3_S_3,North,N1,Holoplankton,Isopod,1,Isopod_1,,,1
PAL22_S1_3_S_3,South,S1,Holoplankton,Isopod,1,Isopod_1,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Isopod,1,Isopod_1,,,2
PAL22_N1_3_S_3,North,N1,Holoplankton,Jelly,2,Jelly_2,,,2
PAL22_S1_3_S_3,South,S1,Holoplankton,Jelly,2,Jelly_2,,,2
PAL22_W1_1_S_1,West,W1,Holoplankton,Jelly,2,Jelly_2,,,2
PAL22_S1_1_S_1,South,S1,Holoplankton,Jelly,2,Jelly_2,,,3
PAL22_S1_1_S_1,South,S1,Holoplankton,Jelly,7,Jelly_7,,,8
PAL22_S1_3_S_3,South,S1,Holoplankton,Krill,1,Krill_1,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Krill,Double Rostrum,Krill_Double Rostrum,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Krill,Norway Shrimp,Krill_Norway Shrimp,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Krill,Thysanopoda,Krill_Thysanopoda,,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Limpet,1,Limpet_1,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Limpet,1,Limpet_1,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Limpet,1,Limpet_1,,,8
PAL22_S1_1_S_1,South,S1,Meroplankton,Limpet,1,Limpet_1,,,48
PAL22_W1_2_S_2,West,W1,Meroplankton,Nemertean,2,Nemertean_2,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Nemertean,3,Nemertean_3,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Nemertean,Small Eyes,Nemertean_Small Eyes,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Nudibranch,Larva 1,Nudibranch_Larva 1,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Nudibranch,Larva 1,Nudibranch_Larva 1,,,2
PAL22_S1_3_S_3,South,S1,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,,,10
PAL22_S1_1_S_1,South,S1,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,,,23
PAL22_W1_1_S_1,West,W1,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,,,58
PAL22_S1_1_S_1,South,S1,Meroplankton,Nudibranch,Larva 3,Nudibranch_Larva 3,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Nudibranch,Larva 3,Nudibranch_Larva 3,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Nudibranch,Larva 5,Nudibranch_Larva 5,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Nudibranch,Larva 5,Nudibranch_Larva 5,,,8
PAL22_S1_1_S_1,South,S1,Holoplankton,Ostracod,1,Ostracod_1,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Ostracod,3,Ostracod_3,,,4
PAL22_S1_1_S_1,South,S1,Holoplankton,Ostracod,4,Ostracod_4,,,1
PAL22_N1_2_S_2,North,N1,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,,,4
PAL22_S1_1_S_1,South,S1,Holoplankton,Ostracod,Jesus,Ostracod_Jesus,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Platyhelminth,Digenean,Platyhelminth_Digenean,,,2
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,11,Polychaete_11,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,12,Polychaete_12,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,13,Polychaete_13,,,1
PAL22_N1_1_S_1,North,N1,Meroplankton,Polychaete,Larva 1,Polychaete_Larva 1,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,Larva 11,Polychaete_Larva 11,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,Larva 12,Polychaete_Larva 12,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,Larva 13,Polychaete_Larva 13,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,Larva 14,Polychaete_Larva 14,,,1
